Timestamp, Focus, Enjoyment, Zone
1643579087200,71.46299,53.858284,66.18158
1643579087421,71.622536,53.896667,66.30477
1643579087676,71.78588,53.941093,66.43244
1643579087927,71.94485,53.767025,66.4915
1643579088151,72.09574,53.583363,66.54203
1643579088398,72.24769,53.4008,66.59362
1643579088657,72.42655,53.32369,66.695694
1643579088917,72.603676,53.24339,66.795586
1643579089141,72.6861,53.15856,66.827835
1643579089388,72.769104,53.07157,66.85985
1643579089642,72.83629,52.905796,66.85714
1643579089896,72.900894,52.73611,66.851456
1643579090136,72.96335,52.549934,66.839325
1643579090387,73.025345,52.36074,66.825966
1643579090648,73.08708,52.16799,66.811356
1643579090902,73.164925,51.97166,66.806946
1643579091131,73.23708,51.77561,66.798645
1643579091381,73.19891,51.529537,66.6981
1643579091628,73.15827,51.28263,66.59558
1643579091883,73.117035,51.0275,66.49017
1643579092129,72.97398,50.798862,66.32145
1643579092386,72.83063,50.56706,66.15156
1643579092633,72.5544,50.250435,65.86321
1643579092888,72.2771,49.932987,65.57387
1643579093126,71.9871,49.498493,65.24052
1643579093371,71.696976,49.064713,64.907295
1643579093625,71.45307,48.616398,64.60207
1643579093880,71.215775,48.1528,64.29688
1643579094116,70.979416,47.699482,63.995434
1643579094363,70.728615,47.339016,63.711735
1643579094618,70.47726,46.980446,63.428215
1643579094871,70.21006,46.736206,63.167904
1643579095097,69.9459,46.50492,62.913605
1643579095346,69.685776,46.311787,62.673576
1643579095604,69.427284,46.122066,62.43572
1643579095859,69.169426,45.9376,62.19988
1643579096088,69.1885,46.220314,62.298042
1643579096324,69.20596,46.502796,62.39501
1643579096579,69.24622,46.833454,62.522392
1643579096834,69.28592,47.16675,62.65017
1643579097077,69.34544,47.502422,62.792538
1643579097322,69.40547,47.84131,62.936222
1643579097574,69.46416,48.18142,63.079334
1643579097822,69.53434,48.551308,63.23943
1643579098049,69.60818,48.924477,63.40307
1643579098272,69.72439,49.28126,63.59145
1643579098519,69.83848,49.638126,63.77837
1643579098780,70.00834,50.043713,64.01895
1643579099018,70.18102,50.44986,64.26167
1643579099274,70.35354,50.857605,64.50476
1643579099521,70.532814,51.322796,64.769806
1643579099777,70.71318,51.790092,65.036255
1643579100018,70.899414,52.187046,65.285706
1643579100253,71.08634,52.582256,65.53511
1643579100502,71.28506,53.013935,65.80372
1643579100757,71.480896,53.44454,66.069984
1643579100997,71.67706,53.87139,66.33536
1643579101237,71.83802,54.22541,66.55424
1643579101484,71.99963,54.57978,66.77368
1643579101740,72.138565,54.923996,66.9742
1643579101980,72.277596,55.261913,67.17289
1643579102222,72.31461,55.238426,67.19176
1643579102470,72.36303,55.20123,67.21449
1643579102725,72.412575,55.16603,67.23861
1643579102948,72.313286,54.866333,67.0792
1643579103177,72.214645,54.56724,66.920425
1643579103431,72.01388,54.239246,66.68149
1643579103685,71.81307,53.91,66.442154
1643579103933,71.49399,53.404682,66.0672
1643579104178,71.18244,52.911217,65.70107
1643579104428,70.87091,52.417107,65.33477
1643579104685,70.42746,51.96627,64.8891
1643579104937,69.98379,51.51351,64.4427
1643579105159,69.61772,50.99534,64.031006
1643579105413,69.250725,50.477245,63.61868
1643579105673,69.088554,50.05887,63.37965
1643579105929,68.92549,49.638416,63.13937
1643579106186,68.764984,49.21832,62.90098
1643579106429,68.65027,48.826153,62.703033
1643579106683,68.536545,48.433407,62.505604
1643579106930,68.489876,48.0791,62.366646
1643579107178,68.44588,47.726593,62.23009
1643579107386,68.390785,47.65936,62.17136
1643579107599,68.345695,47.60025,62.122063
1643579107811,68.29991,47.539257,62.071716
1643579108028,68.25352,47.508553,62.03003
1643579108246,68.20652,47.475864,61.987324
1643579108462,68.15901,47.441753,61.943832
1643579108678,68.106926,47.39165,61.89234
1643579108895,68.085,47.336876,61.860565
1643579109111,68.03277,47.28442,61.80826
1643579109324,67.99266,47.233932,61.76504
1643579109540,67.951775,47.181618,61.720726
1643579109755,67.91249,47.140415,61.680866
1643579109971,67.87259,47.098263,61.64029
